ID,Nombre,Tipo,Ataque,Ataque Especial,Defensa,Velocidad,Altura,Peso,Defensa Especial,Habilidades,Experiencia Base,Movimientos,URL imagen,Estadísticas Base
164,noctowl,"['normal', 'flying']",50,86,50,70,16,408,96,"insomnia, keen-eye, tinted-lens",158,"wing-attack, whirlwind, fly, tackle, body-slam, take-down, double-edge, growl, supersonic, psybeam, hyper-beam, peck, toxic, confusion, psychic, hypnosis, agility, night-shade, mimic, screech, double-team, confuse-ray, haze, reflect, swift, amnesia, dream-eater, sky-attack, flash, rest, substitute, thief, nightmare, snore, curse, spite, protect, scary-face, mud-slap, foresight, detect, endure, swagger, steel-wing, attract, sleep-talk, return, frustration, hidden-power, twister, rain-dance, sunny-day, psych-up, shadow-ball, future-sight, uproar, heat-wave, facade, magic-coat, recycle, skill-swap, imprison, secret-power, feather-dance, hyper-voice, air-cutter, silver-wind, extrasensory, aerial-ace, calm-mind, roost, natural-gift, pluck, tailwind, psycho-shift, air-slash, brave-bird, giga-impact, nasty-plot, zen-headbutt, defog, captivate, ominous-wind, synchronoise, round, echoed-voice, stored-power, acrobatics, work-up, hurricane, moonblast, confide, laser-focus, dual-wingbeat, tera-blast, psychic-noise",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/164.png,"{'hp': 100, 'attack': 50, 'defense': 50, 'special-attack': 86, 'special-defense': 96, 'speed': 70}"
165,ledyba,"['bug', 'flying']",20,40,30,55,10,108,80,"swarm, early-bird, rattled",53,"comet-punch, mega-punch, ice-punch, thunder-punch, swords-dance, headbutt, tackle, double-edge, supersonic, psybeam, counter, solar-beam, string-shot, dig, toxic, agility, mimic, screech, double-team, light-screen, reflect, bide, swift, dizzy-punch, flash, rest, substitute, thief, snore, curse, protect, mach-punch, giga-drain, endure, rollout, swagger, attract, sleep-talk, return, frustration, safeguard, dynamic-punch, baton-pass, encore, sweet-scent, hidden-power, sunny-day, uproar, facade, focus-punch, brick-break, knock-off, secret-power, air-cutter, silver-wind, aerial-ace, roost, natural-gift, tailwind, u-turn, fling, air-slash, bug-buzz, drain-punch, captivate, bug-bite, ominous-wind, round, acrobatics, struggle-bug, confide, infestation, power-up-punch",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/165.png,"{'hp': 40, 'attack': 20, 'defense': 30, 'special-attack': 40, 'special-defense': 80, 'speed': 55}"
166,ledian,"['bug', 'flying']",35,55,50,85,14,356,110,"swarm, early-bird, iron-fist",137,"comet-punch, mega-punch, ice-punch, thunder-punch, swords-dance, headbutt, tackle, double-edge, supersonic, hyper-beam, strength, solar-beam, string-shot, dig, toxic, agility, mimic, double-team, light-screen, reflect, swift, flash, rest, substitute, thief, snore, curse, protect, mach-punch, giga-drain, endure, rollout, swagger, attract, sleep-talk, return, frustration, safeguard, dynamic-punch, baton-pass, sweet-scent, hidden-power, sunny-day, rock-smash, uproar, facade, focus-punch, brick-break, knock-off, secret-power, air-cutter, silver-wind, aerial-ace, roost, natural-gift, tailwind, u-turn, fling, air-slash, bug-buzz, drain-punch, focus-blast, giga-impact, defog, captivate, bug-bite, ominous-wind, round, acrobatics, struggle-bug, confide, infestation, power-up-punch",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/166.png,"{'hp': 55, 'attack': 35, 'defense': 50, 'special-attack': 55, 'special-defense': 110, 'speed': 85}"
167,spinarak,"['bug', 'poison']",60,40,40,30,5,85,40,"swarm, insomnia, sniper",50,"body-slam, double-edge, poison-sting, twineedle, pin-missile, sonic-boom, disable, psybeam, absorb, solar-beam, string-shot, dig, toxic, psychic, agility, night-shade, mimic, screech, double-team, constrict, leech-life, flash, fury-swipes, rest, substitute, thief, spider-web, snore, curse, spite, protect, scary-face, sludge-bomb, giga-drain, endure, swagger, attract, sleep-talk, return, frustration, megahorn, baton-pass, pursuit, hidden-power, sunny-day, facade, knock-off, secret-power, signal-beam, bounce, natural-gift, sucker-punch, toxic-spikes, poison-jab, night-slash, x-scissor, bug-buzz, shadow-sneak, cross-poison, captivate, bug-bite, hone-claws, venoshock, rage-powder, sludge-wave, acid-spray, foul-play, round, hex, struggle-bug, electroweb, sticky-web, confide, infestation, toxic-thread, lunge, skitter-smack, tera-blast, pounce, trailblaze",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/167.png,"{'hp': 40, 'attack': 60, 'defense': 40, 'special-attack': 40, 'special-defense': 40, 'speed': 30}"
168,ariados,"['bug', 'poison']",90,60,70,40,11,335,70,"swarm, insomnia, sniper",140,"swords-dance, body-slam, double-edge, poison-sting, pin-missile, disable, hyper-beam, absorb, solar-beam, string-shot, dig, toxic, psychic, agility, night-shade, mimic, screech, double-team, focus-energy, constrict, leech-life, flash, fury-swipes, rest, substitute, thief, spider-web, snore, curse, spite, protect, scary-face, sludge-bomb, giga-drain, endure, swagger, attract, sleep-talk, return, frustration, megahorn, baton-pass, hidden-power, sunny-day, facade, knock-off, secret-power, signal-beam, bounce, natural-gift, sucker-punch, toxic-spikes, poison-jab, night-slash, x-scissor, bug-buzz, giga-impact, shadow-sneak, cross-poison, captivate, bug-bite, hone-claws, venoshock, rage-powder, sludge-wave, acid-spray, foul-play, round, hex, struggle-bug, electroweb, sticky-web, fell-stinger, confide, venom-drench, infestation, toxic-thread, throat-chop, lunge, smart-strike, stomping-tantrum, skitter-smack, tera-blast, pounce, trailblaze",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/168.png,"{'hp': 70, 'attack': 90, 'defense': 70, 'special-attack': 60, 'special-defense': 70, 'speed': 40}"
169,crobat,"['poison', 'flying']",90,70,80,130,18,750,80,"inner-focus, infiltrator",268,"gust, wing-attack, fly, double-edge, bite, supersonic, hyper-beam, absorb, toxic, hypnosis, agility, mimic, screech, double-team, confuse-ray, haze, swift, leech-life, sky-attack, rest, super-fang, substitute, thief, snore, curse, protect, sludge-bomb, detect, giga-drain, endure, swagger, steel-wing, mean-look, attract, sleep-talk, return, frustration, hidden-power, twister, rain-dance, sunny-day, crunch, shadow-ball, uproar, heat-wave, torment, facade, taunt, snatch, secret-power, poison-fang, astonish, air-cutter, aerial-ace, roost, natural-gift, pluck, tailwind, u-turn, payback, assurance, dark-pulse, air-slash, x-scissor, brave-bird, giga-impact, nasty-plot, zen-headbutt, defog, cross-poison, captivate, ominous-wind, venoshock, round, quick-guard, hex, acrobatics, hurricane, confide, venom-drench, dual-wingbeat",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/169.png,"{'hp': 85, 'attack': 90, 'defense': 80, 'special-attack': 70, 'special-defense': 80, 'speed': 130}"
170,chinchou,"['water', 'electric']",38,56,38,67,5,120,56,"volt-absorb, illuminate, water-absorb",66,"take-down, double-edge, supersonic, mist, water-gun, hydro-pump, surf, ice-beam, blizzard, psybeam, bubble-beam, thunderbolt, thunder-wave, thunder, toxic, agility, mimic, screech, double-team, confuse-ray, waterfall, amnesia, bubble, flash, rest, substitute, snore, curse, flail, protect, zap-cannon, icy-wind, endure, swagger, spark, attract, sleep-talk, heal-bell, return, frustration, hidden-power, rain-dance, whirlpool, hail, facade, charge, secret-power, dive, signal-beam, muddy-water, bounce, shock-wave, water-pulse, brine, natural-gift, sucker-punch, aqua-ring, discharge, captivate, charge-beam, electro-ball, soak, round, scald, volt-switch, electroweb, wild-charge, ion-deluge, confide, eerie-impulse, electric-terrain, dazzling-gleam, liquidation, rising-voltage, flip-turn, tera-blast, chilling-water",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/170.png,"{'hp': 75, 'attack': 38, 'defense': 38, 'special-attack': 56, 'special-defense': 56, 'speed': 67}"
171,lanturn,"['water', 'electric']",58,76,58,67,12,225,76,"volt-absorb, illuminate, water-absorb",161,"take-down, double-edge, supersonic, mist, water-gun, hydro-pump, surf, ice-beam, blizzard, psybeam, bubble-beam, hyper-beam, thunderbolt, thunder-wave, thunder, toxic, agility, mimic, screech, double-team, confuse-ray, waterfall, amnesia, bubble, flash, rest, substitute, snore, curse, flail, protect, zap-cannon, icy-wind, endure, swagger, spark, attract, sleep-talk, heal-bell, return, frustration, hidden-power, rain-dance, whirlpool, stockpile, spit-up, swallow, hail, facade, charge, secret-power, dive, signal-beam, muddy-water, bounce, shock-wave, water-pulse, brine, natural-gift, sucker-punch, aqua-ring, aqua-tail, giga-impact, discharge, captivate, charge-beam, electro-ball, soak, round, scald, volt-switch, electroweb, wild-charge, ion-deluge, confide, eerie-impulse, electric-terrain, dazzling-gleam, spotlight, liquidation, rising-voltage, flip-turn, tera-blast, chilling-water",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/171.png,"{'hp': 125, 'attack': 58, 'defense': 58, 'special-attack': 76, 'special-defense': 76, 'speed': 67}"
172,pichu,['electric'],40,35,15,60,3,20,35,"static, lightning-rod",41,"double-slap, mega-punch, thunder-punch, mega-kick, headbutt, body-slam, take-down, double-edge, tail-whip, surf, counter, seismic-toss, thunder-shock, thunderbolt, thunder-wave, thunder, toxic, quick-attack, mimic, double-team, defense-curl, light-screen, reflect, bide, swift, flash, rest, substitute, snore, curse, flail, reversal, protect, sweet-kiss, mud-slap, zap-cannon, detect, endure, charm, rollout, swagger, spark, attract, sleep-talk, return, present, frustration, encore, iron-tail, hidden-power, rain-dance, fake-out, uproar, facade, follow-me, charge, helping-hand, wish, secret-power, tickle, signal-beam, covet, volt-tackle, shock-wave, natural-gift, fling, lucky-chant, magnet-rise, nasty-plot, captivate, grass-knot, charge-beam, electro-ball, round, echoed-voice, bestow, volt-switch, electroweb, wild-charge, disarming-voice, play-rough, play-nice, confide, electric-terrain, nuzzle, tera-blast, trailblaze",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/172.png,"{'hp': 20, 'attack': 40, 'defense': 15, 'special-attack': 35, 'special-defense': 35, 'speed': 60}"
173,cleffa,['fairy'],25,45,28,15,3,30,55,"cute-charm, magic-guard, friend-guard",44,"pound, mega-punch, mega-kick, headbutt, tackle, body-slam, double-edge, sing, flamethrower, psybeam, counter, seismic-toss, solar-beam, thunder-wave, dig, toxic, psychic, mimic, double-team, defense-curl, light-screen, reflect, metronome, fire-blast, swift, amnesia, soft-boiled, dream-eater, flash, splash, rest, substitute, nightmare, snore, curse, protect, sweet-kiss, belly-drum, mud-slap, zap-cannon, icy-wind, detect, endure, charm, rollout, swagger, attract, sleep-talk, return, present, frustration, safeguard, encore, iron-tail, hidden-power, rain-dance, sunny-day, psych-up, shadow-ball, uproar, facade, helping-hand, trick, role-play, wish, magic-coat, recycle, endeavor, secret-power, hyper-voice, aromatherapy, fake-tears, tickle, signal-beam, covet, magical-leaf, calm-mind, shock-wave, water-pulse, gravity, natural-gift, fling, copycat, last-resort, zen-headbutt, captivate, grass-knot, wonder-room, psyshock, telekinesis, after-you, round, echoed-voice, stored-power, heal-pulse, incinerate, work-up, disarming-voice, draining-kiss, misty-terrain, play-rough, fairy-wind, moonblast, confide, dazzling-gleam, baby-doll-eyes, tera-blast, chilling-water, alluring-voice",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/173.png,"{'hp': 50, 'attack': 25, 'defense': 28, 'special-attack': 45, 'special-defense': 55, 'speed': 15}"
174,igglybuff,"['normal', 'fairy']",30,40,15,15,3,10,20,"cute-charm, competitive, friend-guard",42,"pound, mega-punch, mega-kick, headbutt, body-slam, take-down, double-edge, sing, disable, flamethrower, counter, seismic-toss, solar-beam, thunder-wave, dig, toxic, psychic, mimic, screech, double-team, defense-curl, light-screen, reflect, fire-blast, swift, dream-eater, flash, rest, substitute, nightmare, snore, curse, protect, feint-attack, sweet-kiss, mud-slap, zap-cannon, perish-song, icy-wind, detect, endure, charm, rollout, swagger, attract, sleep-talk, heal-bell, return, present, frustration, safeguard, pain-split, encore, hidden-power, rain-dance, sunny-day, psych-up, shadow-ball, uproar, facade, helping-hand, role-play, wish, magic-coat, recycle, endeavor, secret-power, hyper-voice, fake-tears, bounce, covet, shock-wave, water-pulse, gravity, natural-gift, fling, copycat, punishment, last-resort, captivate, grass-knot, round, echoed-voice, heal-pulse, incinerate, work-up, wild-charge, disarming-voice, draining-kiss, misty-terrain, play-rough, confide, dazzling-gleam, tera-blast, trailblaze, alluring-voice",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/174.png,"{'hp': 90, 'attack': 30, 'defense': 15, 'special-attack': 40, 'special-defense': 20, 'speed': 15}"
175,togepi,['fairy'],20,40,65,20,3,15,65,"hustle, serene-grace, super-luck",49,"pound, mega-punch, mega-kick, headbutt, tackle, body-slam, double-edge, growl, flamethrower, peck, counter, seismic-toss, solar-beam, thunder-wave, toxic, psychic, mimic, double-team, defense-curl, light-screen, reflect, metronome, mirror-move, fire-blast, swift, soft-boiled, dream-eater, flash, rest, tri-attack, substitute, snore, curse, protect, sweet-kiss, mud-slap, zap-cannon, foresight, detect, endure, charm, rollout, swagger, attract, sleep-talk, heal-bell, return, present, frustration, safeguard, baton-pass, encore, morning-sun, hidden-power, rain-dance, sunny-day, psych-up, ancient-power, shadow-ball, future-sight, rock-smash, uproar, facade, follow-me, helping-hand, trick, wish, magic-coat, yawn, endeavor, secret-power, hyper-voice, signal-beam, extrasensory, aerial-ace, covet, calm-mind, shock-wave, water-pulse, natural-gift, fling, psycho-shift, lucky-chant, last-resort, nasty-plot, zen-headbutt, captivate, grass-knot, psyshock, telekinesis, after-you, round, echoed-voice, stored-power, incinerate, bestow, work-up, draining-kiss, play-rough, fairy-wind, moonblast, confide, mystical-fire, dazzling-gleam, baby-doll-eyes, life-dew",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/175.png,"{'hp': 35, 'attack': 20, 'defense': 65, 'special-attack': 40, 'special-defense': 65, 'speed': 20}"
176,togetic,"['fairy', 'flying']",40,80,85,40,6,32,105,"hustle, serene-grace, super-luck",142,"pound, mega-punch, fly, mega-kick, headbutt, tackle, body-slam, double-edge, growl, flamethrower, hyper-beam, counter, seismic-toss, solar-beam, thunder-wave, toxic, psychic, mimic, double-team, defense-curl, light-screen, reflect, metronome, fire-blast, swift, soft-boiled, dream-eater, sky-attack, flash, rest, tri-attack, substitute, snore, curse, protect, sweet-kiss, mud-slap, zap-cannon, detect, endure, charm, rollout, swagger, steel-wing, attract, sleep-talk, heal-bell, return, frustration, safeguard, baton-pass, encore, hidden-power, twister, rain-dance, sunny-day, psych-up, ancient-power, shadow-ball, future-sight, rock-smash, uproar, heat-wave, facade, focus-punch, follow-me, helping-hand, trick, wish, magic-coat, brick-break, yawn, endeavor, imprison, secret-power, hyper-voice, air-cutter, silver-wind, signal-beam, extrasensory, aerial-ace, covet, magical-leaf, calm-mind, shock-wave, water-pulse, roost, natural-gift, tailwind, fling, last-resort, air-slash, drain-punch, giga-impact, nasty-plot, zen-headbutt, defog, captivate, grass-knot, ominous-wind, psyshock, telekinesis, after-you, round, echoed-voice, stored-power, incinerate, retaliate, bestow, work-up, draining-kiss, play-rough, fairy-wind, moonblast, confide, mystical-fire, dazzling-gleam, baby-doll-eyes, smart-strike, life-dew, dual-wingbeat",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/176.png,"{'hp': 55, 'attack': 40, 'defense': 85, 'special-attack': 80, 'special-defense': 105, 'speed': 40}"
177,natu,"['psychic', 'flying']",50,70,45,70,2,20,45,"synchronize, early-bird, magic-bounce",64,"double-edge, leer, peck, drill-peck, solar-beam, thunder-wave, toxic, psychic, quick-attack, teleport, night-shade, mimic, double-team, confuse-ray, light-screen, haze, reflect, swift, dream-eater, sky-attack, flash, rest, substitute, thief, nightmare, snore, curse, protect, feint-attack, detect, giga-drain, endure, swagger, steel-wing, attract, sleep-talk, return, frustration, pain-split, baton-pass, hidden-power, twister, rain-dance, sunny-day, psych-up, shadow-ball, future-sight, heat-wave, facade, trick, wish, magic-coat, skill-swap, imprison, refresh, secret-power, feather-dance, air-cutter, silver-wind, cosmic-power, signal-beam, aerial-ace, calm-mind, roost, miracle-eye, natural-gift, pluck, tailwind, u-turn, psycho-shift, lucky-chant, me-first, power-swap, guard-swap, sucker-punch, air-slash, zen-headbutt, trick-room, captivate, grass-knot, ominous-wind, psyshock, telekinesis, magic-room, synchronoise, simple-beam, round, stored-power, ally-switch, confide, dazzling-gleam, expanding-force, dual-wingbeat",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/177.png,"{'hp': 40, 'attack': 50, 'defense': 45, 'special-attack': 70, 'special-defense': 45, 'speed': 70}"
